stopWordsProportion,numWords,positiveWordProportion,negativeWordProportion,numNouns,numAdjectives,numVerbs,class
46,432,0,2,20,24,35,neg
47,288,2,2,8,28,9,neg
51,163,0,2,4,3,16,neg
46,210,1,3,23,14,14,neg
52,468,3,5,17,33,32,neg
61,44,2,0,0,1,1,neg
49,357,1,3,44,17,14,neg
51,262,2,3,6,14,15,neg
40,215,2,5,18,20,7,neg
51,237,1,1,15,7,18,neg
53,117,1,3,5,7,9,neg
56,148,2,2,0,7,14,neg
48,213,2,3,15,11,19,neg
45,136,2,2,3,7,8,neg
50,182,1,3,12,14,11,neg
57,118,1,1,0,5,8,neg
42,113,2,3,3,4,10,neg
35,143,1,0,24,1,8,neg
36,49,4,0,0,6,3,neg
51,111,2,6,2,2,11,neg
61,134,1,4,4,6,8,neg
49,184,1,4,5,9,17,neg
56,204,2,0,10,9,15,neg
49,147,0,2,6,7,16,neg
50,136,2,5,6,4,10,neg
54,306,1,2,11,10,21,neg
47,515,2,2,23,16,45,neg
56,217,1,3,7,12,11,neg
52,359,3,4,14,21,32,neg
46,126,6,2,15,7,6,neg
50,130,1,6,2,13,6,neg
51,224,3,2,8,9,23,neg
50,396,2,2,36,27,26,neg
49,305,1,3,27,13,25,neg
44,455,1,1,20,24,27,neg
48,397,1,3,36,12,32,neg
53,707,2,3,19,35,50,neg
52,157,1,5,7,10,9,neg
37,219,1,4,19,15,13,neg
49,265,3,6,24,14,20,neg
35,124,4,4,12,12,10,neg
51,105,0,7,2,8,5,neg
58,214,0,4,3,12,9,neg
55,284,1,5,7,22,22,neg
53,432,1,6,12,35,29,neg
47,210,2,1,13,8,14,neg
50,153,2,2,3,9,9,neg
48,279,2,5,6,18,23,neg
57,78,1,1,3,5,8,neg
56,87,2,5,1,6,3,neg
48,784,1,3,67,44,62,neg
45,443,2,1,58,23,31,neg
52,259,0,2,16,15,18,neg
48,164,1,3,4,6,10,neg
59,322,2,2,9,10,16,neg
49,181,1,4,13,15,15,neg
50,136,2,3,1,12,9,neg
52,118,1,4,3,5,12,neg
57,135,2,2,3,14,4,neg
42,624,3,6,37,78,37,neg
51,114,1,0,5,7,7,neg
58,176,2,4,5,8,8,neg
52,136,0,2,0,8,5,neg
48,196,3,1,12,13,13,neg
55,197,3,3,10,12,10,neg
58,254,3,2,1,16,17,neg
47,87,4,1,11,8,8,neg
54,108,0,6,5,4,5,neg
41,163,5,3,5,11,7,neg
48,139,2,2,8,6,9,neg
53,179,1,3,8,10,10,neg
40,159,1,3,8,14,14,neg
38,75,5,1,4,7,6,neg
59,66,3,4,0,5,1,neg
53,145,2,3,6,9,11,neg
59,343,1,2,1,20,13,neg
37,8,0,12,0,0,2,neg
68,66,4,6,0,2,4,neg
46,432,3,2,27,18,31,neg
40,168,1,6,18,12,13,neg
58,141,1,2,0,8,10,neg
46,41,0,2,6,1,1,neg
49,144,2,4,17,8,12,neg
48,406,2,2,9,20,32,neg
47,132,1,3,4,6,9,neg
48,243,2,3,6,16,21,neg
52,135,2,2,1,10,9,neg
44,358,2,1,23,18,25,neg
46,150,2,1,5,8,15,neg
54,222,3,3,4,14,13,neg
56,417,2,3,6,27,23,neg
56,217,0,3,10,8,22,neg
49,174,0,5,15,4,14,neg
51,160,2,4,2,8,6,neg
54,112,0,2,4,9,5,neg
61,134,2,0,2,8,6,neg
37,124,1,3,12,8,12,neg
49,287,1,5,4,26,17,neg
43,232,0,4,2,24,12,neg
55,170,1,1,0,4,14,neg
60,126,3,2,0,9,6,neg
44,123,4,0,1,8,9,neg
56,164,2,8,0,15,9,neg
65,185,4,2,1,7,14,neg
36,144,4,9,3,10,9,neg
50,172,2,5,15,14,10,neg
56,216,4,4,6,14,11,neg
47,651,3,5,51,56,42,neg
36,138,1,7,16,10,13,neg
56,189,1,2,13,5,9,neg
57,54,0,3,8,3,3,neg
45,51,1,0,2,4,3,neg
46,142,5,4,9,13,9,neg
57,221,1,1,5,10,16,neg
48,219,0,7,12,23,12,neg
50,164,1,2,7,15,4,neg
50,357,0,3,21,25,24,neg
48,346,2,3,18,21,23,neg
54,157,3,1,6,8,13,neg
50,275,2,4,4,18,21,neg
38,31,0,3,0,1,2,neg
42,45,2,4,0,4,3,neg
45,275,2,3,12,12,22,neg
51,415,1,4,15,21,24,neg
42,160,3,4,6,13,9,neg
43,87,1,2,5,6,5,neg
42,121,2,4,2,9,13,neg
49,383,1,3,10,35,23,neg
47,218,2,5,14,9,25,neg
46,158,0,6,4,11,11,neg
55,187,1,4,12,11,10,neg
44,158,1,2,12,10,11,neg
47,167,0,1,10,3,19,neg
47,116,0,3,8,6,7,neg
45,94,2,3,2,7,6,neg
50,133,2,3,8,7,6,neg
53,670,1,4,25,40,41,neg
48,135,0,1,5,6,9,neg
51,181,2,1,6,14,10,neg
57,186,3,4,2,14,9,neg
54,216,3,6,5,11,11,neg
62,253,2,3,8,17,14,neg
49,124,2,7,3,14,9,neg
45,320,1,4,17,16,38,neg
59,181,2,3,1,5,12,neg
46,293,1,4,25,21,26,neg
49,151,1,2,11,6,13,neg
43,112,0,2,0,7,9,neg
57,224,0,3,5,7,18,neg
46,183,6,4,6,19,10,neg
58,144,4,2,0,4,16,neg
51,256,1,3,3,21,15,neg
45,273,2,4,8,19,16,neg
54,61,4,1,1,4,5,neg
37,118,1,1,11,9,11,neg
52,189,3,3,2,9,13,neg
55,378,1,2,8,20,16,neg
47,230,2,2,1,6,14,neg
44,232,1,5,4,17,14,neg
48,156,3,2,3,11,7,neg
41,284,4,2,19,25,18,neg
64,160,0,1,1,7,10,neg
50,542,1,4,13,29,32,neg
54,163,1,1,10,4,7,neg
47,145,1,4,5,7,9,neg
56,187,4,2,2,14,8,neg
58,138,5,5,4,7,6,neg
55,155,0,1,8,4,9,neg
53,197,2,4,4,15,14,neg
53,116,2,2,4,13,7,neg
49,165,1,3,3,17,10,neg
54,234,2,3,4,14,12,neg
48,751,1,3,73,46,56,neg
56,285,1,1,1,15,25,neg
44,176,2,1,7,16,11,neg
53,343,2,2,21,17,20,neg
40,200,2,3,21,22,14,neg
49,155,0,3,16,5,13,neg
48,299,1,1,47,16,14,neg
61,234,1,2,2,8,13,neg
57,504,1,2,35,12,33,neg
51,106,0,2,10,2,8,neg
53,306,1,3,19,14,21,neg
50,211,1,2,8,8,15,neg
56,218,0,2,9,7,20,neg
44,465,2,4,25,27,43,neg
57,229,2,3,6,9,18,neg
49,450,2,2,46,27,18,neg
51,41,4,7,0,3,5,neg
54,240,1,2,8,14,18,neg
47,217,5,5,13,21,16,neg
55,60,3,6,2,4,3,neg
52,161,2,4,10,9,4,neg
55,76,0,1,1,5,3,neg
56,137,2,2,2,9,8,neg
50,50,4,2,1,4,4,neg
50,278,4,3,10,22,10,neg
54,57,7,5,0,5,1,neg
49,348,2,3,26,19,26,neg
48,104,4,2,0,10,7,neg
46,69,1,1,7,1,6,neg
63,65,1,4,0,4,3,neg
48,79,1,1,3,5,3,neg
47,46,2,2,2,4,3,neg
54,62,4,1,0,5,3,neg
45,197,2,5,12,18,14,neg
48,122,1,5,4,4,4,neg
50,156,3,3,2,13,10,neg
46,169,2,2,3,10,11,neg
44,59,3,3,1,8,3,neg
41,264,3,5,13,27,14,neg
48,457,2,3,20,27,30,neg
46,181,3,4,10,11,20,neg
48,427,3,5,11,46,35,neg
49,117,0,10,3,11,8,neg
47,501,3,4,22,38,37,neg
55,153,1,1,2,7,12,neg
53,400,1,2,42,18,21,neg
60,135,1,3,1,10,7,neg
47,307,3,2,25,10,28,neg
56,484,1,1,38,19,33,neg
48,1000,1,4,73,83,66,neg
54,160,1,0,10,9,12,neg
54,720,1,3,25,36,60,neg
45,130,4,1,10,7,9,neg
55,263,2,1,5,13,18,neg
43,112,4,2,11,14,5,neg
48,341,2,2,30,21,20,neg
44,336,2,4,51,15,21,neg
54,145,2,7,1,10,12,neg
52,124,1,8,4,13,3,neg
43,64,1,3,5,5,4,neg
57,118,5,3,1,6,6,neg
48,332,0,1,8,15,18,neg
37,110,0,5,0,6,2,neg
54,137,2,2,2,8,5,neg
48,314,2,4,16,28,22,neg
47,228,3,2,14,16,17,neg
55,165,4,2,5,13,6,neg
53,236,2,5,8,27,15,neg
46,426,1,7,13,43,29,neg
50,203,0,5,12,16,17,neg
56,634,2,3,22,37,39,neg
52,381,1,4,22,14,29,neg
48,304,2,3,11,14,23,neg
46,210,1,1,11,8,15,neg
48,348,2,4,18,24,16,neg
42,199,1,2,21,7,15,neg
46,150,2,3,6,9,11,neg
48,157,5,3,13,8,9,neg
45,212,1,5,20,14,20,neg
44,137,2,4,5,10,10,neg
42,454,1,3,24,33,33,neg
44,95,1,7,3,6,7,neg
53,374,1,2,26,22,22,neg
49,401,1,3,12,19,32,neg
53,289,1,4,16,16,25,neg
44,68,4,5,3,12,5,neg
58,124,1,3,4,9,4,neg
48,94,1,5,0,6,10,neg
53,164,0,5,5,11,3,neg
53,422,3,3,12,26,35,neg
52,349,1,2,11,12,24,neg
52,94,2,0,4,5,6,neg
47,190,0,5,14,13,9,neg
54,181,0,6,6,8,19,neg
49,223,1,2,26,6,9,neg
50,170,3,3,7,15,11,neg
56,130,4,1,5,6,9,neg
47,366,5,4,8,30,24,neg
55,200,1,4,1,15,18,neg
49,109,4,4,9,6,11,neg
48,869,2,4,40,65,64,neg
46,345,4,3,18,22,24,neg
54,172,1,2,16,8,13,neg
48,152,3,4,15,9,12,neg
50,291,1,3,14,7,27,neg
51,335,0,3,28,17,22,neg
52,327,2,1,16,15,18,neg
48,425,1,3,52,18,22,neg
46,369,3,4,22,24,21,neg
51,436,3,3,28,26,23,neg
51,274,1,2,12,21,14,neg
50,1000,1,3,56,47,70,neg
53,981,2,3,41,55,57,neg
55,194,3,4,4,7,18,neg
46,208,2,4,8,23,11,neg
52,373,2,3,6,21,29,neg
48,127,1,3,2,7,12,neg
50,210,3,4,16,7,12,neg
47,243,2,4,9,16,17,neg
37,56,1,5,4,2,0,neg
52,121,2,4,4,6,6,neg
55,311,2,5,19,16,15,neg
47,251,2,5,22,19,8,neg
40,178,2,5,10,10,7,neg
50,492,2,4,36,30,30,neg
53,58,3,3,5,5,2,neg
49,102,1,7,1,6,8,neg
47,231,2,1,27,8,20,neg
50,108,2,0,5,5,8,neg
50,381,1,1,16,11,24,neg
53,118,1,1,17,5,5,neg
53,866,2,4,49,46,66,neg
50,161,1,5,2,14,11,neg
52,188,0,4,3,8,14,neg
47,359,2,1,16,20,28,neg
41,193,2,3,8,14,19,neg
38,263,3,6,2,20,21,neg
48,368,2,2,58,19,20,neg
49,530,1,3,43,26,32,neg
40,210,2,2,10,16,22,neg
53,123,0,3,13,5,2,neg
50,144,2,5,4,9,8,neg
55,89,2,5,2,4,3,neg
53,121,1,4,3,9,9,neg
60,102,2,4,5,5,2,neg
47,91,1,1,3,6,5,neg
45,412,3,5,23,27,33,neg
41,51,1,7,0,7,3,neg
56,146,2,2,6,4,12,neg
50,166,3,1,5,8,10,neg
57,173,3,2,6,7,14,neg
30,63,4,0,9,5,4,neg
51,213,2,4,8,21,18,neg
43,193,1,4,22,12,10,neg
44,129,0,3,12,8,9,neg
49,221,3,2,25,12,15,neg
44,118,2,2,14,7,14,neg
46,770,2,4,34,45,62,neg
50,130,1,2,19,5,8,neg
50,400,2,2,44,23,22,neg
62,53,0,1,6,1,5,neg
47,40,0,0,0,1,5,neg
56,146,1,4,7,4,8,neg
53,435,2,4,21,23,28,neg
51,154,4,3,9,9,10,neg
53,93,3,3,4,6,3,neg
50,292,2,2,9,20,26,neg
55,285,0,3,14,13,16,neg
46,190,1,2,9,11,13,neg
47,294,4,4,18,30,19,neg
53,495,1,3,11,23,38,neg
46,281,2,4,26,16,17,neg
54,430,3,4,15,23,18,neg
36,114,1,4,17,9,5,neg
42,418,3,6,27,32,29,neg
53,191,0,1,6,11,14,neg
49,51,3,1,0,4,8,neg
53,88,4,3,3,5,5,neg
40,193,4,4,3,16,17,neg
50,276,2,3,15,17,29,neg
52,108,0,2,2,6,9,neg
50,407,2,3,38,16,38,neg
56,182,3,3,0,9,7,neg
50,140,2,5,13,8,9,neg
53,113,0,7,6,7,5,neg
53,149,3,2,9,9,9,neg
50,110,5,1,0,8,7,neg
56,129,2,1,13,7,8,neg
45,163,3,6,16,17,14,neg
55,169,0,5,15,10,6,neg
55,260,0,4,7,10,29,neg
42,159,2,5,11,15,13,neg
52,133,0,4,12,7,7,neg
40,160,2,1,10,16,12,neg
49,79,2,6,6,5,3,neg
52,302,3,2,36,27,15,neg
59,133,0,4,6,7,10,neg
36,152,3,5,26,14,7,neg
57,226,1,3,2,5,17,neg
53,126,0,2,0,9,8,neg
52,146,2,2,2,9,8,neg
48,527,1,3,30,36,34,neg
45,361,0,3,12,14,37,neg
49,904,2,3,15,56,77,neg
54,228,2,5,3,19,14,neg
55,168,1,1,0,10,12,neg
47,122,2,4,1,7,6,neg
54,129,0,5,6,6,10,neg
54,209,2,2,5,13,20,neg
53,366,1,3,3,14,23,neg
61,398,2,2,8,12,34,neg
52,140,3,4,1,13,5,neg
53,135,1,1,2,8,8,neg
45,374,1,2,40,19,27,neg
49,131,0,3,1,8,10,neg
44,381,1,4,2,28,28,neg
48,135,2,3,1,11,11,neg
51,132,0,1,0,5,6,neg
50,247,1,3,8,20,22,neg
48,134,1,5,0,12,6,neg
51,127,2,1,16,8,4,neg
51,230,3,5,9,19,22,neg
33,103,3,3,16,9,1,neg
51,172,1,1,9,11,13,neg
44,367,2,3,22,19,27,neg
40,182,2,2,15,18,11,neg
47,176,1,2,11,14,15,neg
51,233,0,4,28,10,12,neg
49,346,3,6,10,23,37,neg
52,117,5,3,0,7,9,neg
46,195,3,4,6,18,12,neg
49,117,1,4,18,5,5,neg
53,913,2,3,11,53,72,neg
48,145,1,3,20,8,8,neg
49,171,5,3,3,13,11,neg
55,54,3,0,0,0,7,neg
53,307,2,4,5,24,21,neg
47,148,4,2,6,13,6,neg
42,174,4,4,16,22,16,neg
50,998,2,2,54,55,68,neg
49,308,0,3,21,15,21,neg
41,274,0,1,43,10,20,neg
49,392,1,2,56,11,23,neg
44,139,2,5,2,14,12,neg
44,127,2,3,10,16,7,neg
52,172,1,3,5,11,15,neg
53,110,6,4,5,11,11,neg
48,425,1,4,8,33,38,neg
38,262,3,2,19,20,21,neg
45,208,0,4,20,13,15,neg
56,115,2,3,1,6,8,neg
45,330,1,3,19,19,19,neg
47,669,3,2,41,29,49,neg
61,126,3,4,6,5,11,neg
53,512,2,2,8,23,37,neg
36,171,2,4,16,14,8,neg
46,180,1,4,6,15,5,neg
53,75,4,6,2,6,5,neg
51,135,4,3,4,7,8,neg
49,371,2,4,10,28,17,neg
50,152,4,5,4,11,12,neg
49,75,5,5,2,7,5,neg
40,168,2,4,14,20,6,neg
52,119,1,8,1,12,9,neg
43,80,2,2,2,6,10,neg
58,102,0,0,1,2,10,neg
45,131,0,2,10,5,13,neg
42,56,3,8,3,4,7,neg
54,74,4,2,7,6,7,neg
57,104,0,0,0,5,5,neg
54,201,0,5,2,11,7,neg
52,226,0,5,15,17,13,neg
45,154,3,3,12,16,11,neg
51,119,3,1,6,6,9,neg
54,203,2,2,12,11,9,neg
53,311,1,4,16,24,7,neg
53,214,2,3,5,10,17,neg
50,166,1,1,4,10,14,neg
51,119,0,6,7,8,8,neg
53,152,1,4,3,7,9,neg
39,130,1,5,18,11,9,neg
53,232,1,3,4,16,12,neg
60,138,2,2,4,10,8,neg
55,145,0,3,3,5,12,neg
56,156,0,1,7,4,5,neg
52,132,3,5,2,16,11,neg
54,637,2,4,7,35,51,neg
50,365,2,5,17,24,27,neg
52,741,1,4,11,37,64,neg
50,230,1,1,10,8,17,neg
54,53,1,1,4,2,4,neg
49,210,3,4,18,16,15,neg
56,150,4,3,13,7,10,neg
46,169,2,4,16,17,10,neg
67,128,3,5,0,11,4,neg
57,163,1,4,3,5,12,neg
55,445,2,2,18,14,25,neg
47,187,1,3,19,12,12,neg
49,155,3,3,9,12,11,neg
52,155,1,3,3,9,19,neg
55,278,3,5,18,21,18,neg
45,587,1,2,59,32,37,neg
57,147,2,2,5,8,13,neg
54,224,4,2,1,11,12,neg
49,191,2,4,0,11,8,neg
50,248,3,5,8,24,13,neg
51,130,1,6,1,7,18,neg
51,1005,2,4,47,61,81,neg
52,48,4,4,0,3,2,neg
48,182,2,2,10,14,6,neg
43,420,3,3,28,31,35,neg
44,110,0,5,6,8,6,neg
47,157,2,1,7,7,17,neg
47,325,3,4,37,21,19,neg
44,96,3,5,11,8,5,neg
45,190,2,3,17,10,14,neg
39,829,2,3,146,60,43,neg
53,306,2,4,12,20,23,neg
40,74,1,2,2,7,6,neg
57,256,1,4,4,17,22,neg
66,57,3,1,0,5,2,neg
58,231,0,5,2,8,19,neg
55,152,3,3,5,13,7,neg
43,285,2,5,12,34,24,neg
44,316,2,3,22,21,29,neg
40,397,2,3,39,28,20,neg
47,259,0,5,26,12,13,neg
51,160,3,1,10,10,10,neg
52,34,0,5,3,5,0,neg
47,100,1,8,10,8,6,neg
49,145,2,1,14,7,8,neg
41,170,0,4,5,12,5,neg
51,342,2,4,13,17,30,neg
53,112,1,0,7,7,6,neg
49,354,2,1,29,23,29,neg
44,566,1,5,26,43,45,neg
48,891,2,3,55,63,61,neg
53,130,3,3,2,5,6,neg
37,181,2,5,23,9,16,neg
47,114,1,1,4,12,7,neg
45,275,2,6,7,23,21,neg
42,170,0,2,18,6,10,neg
54,117,0,4,7,6,6,neg
54,66,0,1,4,3,3,neg
49,122,2,6,3,8,9,neg
56,110,3,3,4,4,7,neg
46,626,1,4,40,44,44,neg
52,231,1,6,12,10,15,neg
53,240,2,2,11,16,12,neg
56,164,1,4,12,14,7,neg
48,197,2,4,0,16,11,neg
44,999,2,3,56,72,73,neg
48,125,0,2,2,9,12,neg
54,114,2,2,3,2,9,neg
53,256,1,5,8,22,23,neg
51,352,2,2,5,17,28,neg
53,368,2,1,20,15,33,neg
45,365,4,4,23,31,25,neg
52,127,2,3,4,14,6,neg
49,153,1,2,5,11,13,neg
53,360,2,4,4,25,27,neg
45,280,5,4,2,15,28,neg
47,260,1,4,13,15,20,neg
48,68,4,1,3,6,6,neg
51,158,1,5,10,12,15,neg
57,322,2,4,7,19,32,neg
44,361,3,3,36,25,20,neg
52,158,3,3,5,9,14,neg
39,419,1,5,41,36,37,neg
42,126,2,4,2,12,8,neg
58,133,1,4,3,9,10,neg
45,121,2,5,7,7,7,neg
55,160,3,3,12,6,14,neg
51,133,3,3,10,10,3,neg
46,214,3,3,18,18,7,neg
47,146,1,5,16,11,13,neg
45,171,3,4,15,13,9,neg
48,403,1,5,32,28,25,neg
47,595,2,3,27,45,42,neg
47,151,4,3,9,18,11,neg
48,147,2,5,10,11,6,neg
57,191,0,1,3,3,22,neg
50,56,1,3,3,3,4,neg
46,529,1,4,29,32,38,neg
53,32,6,3,0,3,3,neg
51,150,2,2,3,7,6,neg
48,203,2,0,30,11,13,neg
47,51,1,3,0,7,1,neg
44,320,2,6,8,25,25,neg
52,123,2,4,2,11,7,neg
48,191,3,2,4,12,15,neg
53,220,2,5,2,16,12,neg
50,201,5,2,1,15,20,neg
33,21,0,4,2,1,2,neg
55,258,1,3,1,7,26,neg
43,171,1,2,4,9,13,neg
37,103,1,2,11,10,6,neg
54,209,2,2,7,8,14,neg
58,238,1,2,13,10,14,neg
45,516,2,3,39,28,32,neg
61,168,2,3,1,7,12,neg
52,202,0,2,14,9,8,neg
55,147,2,7,2,7,8,neg
50,391,1,1,30,9,35,neg
55,193,1,5,2,12,13,neg
50,216,2,6,11,11,18,neg
56,76,1,1,0,1,6,neg
48,126,0,0,14,6,8,neg
47,388,1,2,44,22,20,neg
