stopWordsProportion,numWords,positiveWordProportion,negativeWordProportion,numNouns,numAdjectives,numVerbs,class
38,359,13,25,116,32,27,pos
42,280,2,17,88,18,23,pos
48,206,25,10,41,9,11,pos
49,128,20,15,24,9,11,pos
44,149,5,11,45,10,7,pos
50,130,6,12,31,7,9,pos
48,89,11,11,20,4,5,pos
50,203,15,23,55,12,14,pos
37,164,16,11,61,11,7,pos
51,501,9,22,127,34,28,pos
46,249,7,26,57,26,15,pos
50,208,12,24,61,14,11,pos
46,178,21,10,54,8,11,pos
51,240,6,3,40,10,20,pos
34,84,7,28,28,11,3,pos
59,222,8,8,36,13,10,pos
55,268,14,11,58,18,16,pos
56,186,0,35,40,4,10,pos
55,43,20,20,7,4,6,pos
48,232,9,12,56,13,18,pos
52,107,26,0,27,11,4,pos
50,596,10,15,146,24,40,pos
47,291,26,11,71,25,20,pos
50,68,30,20,12,7,3,pos
48,114,21,0,33,8,6,pos
50,119,0,11,31,8,10,pos
57,101,33,16,24,3,3,pos
51,154,10,30,28,12,8,pos
49,69,0,0,19,3,4,pos
46,196,0,20,60,7,13,pos
52,290,18,13,65,15,22,pos
47,84,12,6,21,9,7,pos
48,85,11,22,24,4,5,pos
60,55,10,20,9,5,5,pos
55,133,23,11,26,7,10,pos
55,96,30,0,17,3,7,pos
53,206,17,6,50,12,17,pos
47,264,13,10,53,13,25,pos
44,256,7,17,69,23,17,pos
50,342,9,4,68,22,22,pos
44,52,40,20,13,7,3,pos
52,127,21,5,33,14,5,pos
43,123,0,11,45,3,6,pos
45,116,23,11,38,9,8,pos
50,211,26,15,61,17,9,pos
47,140,6,6,50,5,11,pos
48,158,15,11,46,10,16,pos
53,375,7,17,86,27,24,pos
48,273,18,15,72,16,17,pos
47,478,11,13,130,15,44,pos
47,485,21,15,150,34,17,pos
45,280,9,24,80,20,13,pos
56,137,43,0,34,10,6,pos
41,133,19,19,36,14,12,pos
52,172,5,5,45,7,10,pos
49,756,14,24,201,43,55,pos
55,60,0,14,15,3,4,pos
43,53,14,28,14,4,3,pos
52,91,30,10,20,7,3,pos
44,63,12,0,21,4,4,pos
51,52,37,25,12,4,4,pos
49,152,15,0,39,10,9,pos
37,64,0,30,11,7,3,pos
43,115,11,16,26,8,10,pos
56,185,8,8,37,12,12,pos
52,554,10,14,119,31,52,pos
63,138,7,15,19,7,6,pos
49,124,18,0,36,5,6,pos
39,167,17,17,51,23,6,pos
49,137,20,10,37,14,6,pos
64,68,0,0,15,3,1,pos
42,117,20,6,43,9,6,pos
53,232,19,14,47,22,19,pos
55,97,20,0,23,5,5,pos
59,167,6,18,27,8,8,pos
49,271,14,17,77,14,20,pos
55,133,14,23,26,6,15,pos
42,91,35,0,19,9,5,pos
52,125,25,8,32,6,6,pos
50,126,6,12,28,8,8,pos
44,125,22,11,30,9,9,pos
54,146,11,0,29,7,10,pos
46,153,14,4,38,13,8,pos
46,173,14,28,57,12,9,pos
48,310,4,21,62,19,22,pos
47,125,26,5,28,10,9,pos
45,144,3,11,35,11,16,pos
46,90,7,23,22,7,6,pos
42,77,33,16,23,6,6,pos
60,134,23,11,20,8,9,pos
55,156,26,10,34,12,7,pos
47,144,15,5,36,8,11,pos
62,146,11,23,22,3,14,pos
49,238,9,12,62,17,15,pos
59,79,14,14,14,3,4,pos
43,116,16,22,38,14,4,pos
45,148,16,20,34,16,8,pos
44,109,11,16,30,10,8,pos
39,61,9,9,18,5,6,pos
41,98,31,15,24,15,4,pos
49,134,14,0,35,10,4,pos
46,325,8,8,106,14,32,pos
48,58,0,20,15,6,4,pos
48,319,10,6,89,16,33,pos
45,46,0,12,10,4,4,pos
49,168,18,4,40,9,13,pos
47,48,40,0,10,4,1,pos
46,32,0,20,11,2,3,pos
34,127,13,22,34,14,8,pos
36,116,20,5,41,9,11,pos
53,203,10,28,40,13,15,pos
45,262,9,25,67,15,16,pos
54,122,5,41,34,10,7,pos
46,320,14,12,77,22,27,pos
49,147,11,0,40,10,8,pos
50,314,12,9,62,5,27,pos
53,92,20,0,21,4,6,pos
41,107,6,20,28,11,4,pos
49,150,0,9,34,4,18,pos
47,282,17,7,81,23,16,pos
47,165,26,13,30,20,10,pos
45,129,10,15,36,16,3,pos
46,368,10,21,89,25,31,pos
50,122,21,0,26,8,11,pos
36,305,11,18,101,22,21,pos
59,146,27,9,21,4,7,pos
50,984,10,11,247,50,68,pos
51,140,12,18,32,8,8,pos
50,172,18,31,47,10,12,pos
47,138,29,0,36,12,5,pos
44,156,14,4,35,13,8,pos
43,370,14,20,94,36,13,pos
51,47,50,0,14,1,1,pos
48,84,30,15,16,8,5,pos
58,300,21,10,62,18,19,pos
60,184,15,25,38,15,5,pos
48,203,4,18,41,10,12,pos
48,237,5,8,51,20,16,pos
39,88,20,0,25,3,7,pos
49,109,0,22,29,5,4,pos
52,204,4,14,49,9,12,pos
48,158,21,26,42,13,10,pos
55,378,15,29,75,19,25,pos
53,135,25,31,33,9,7,pos
47,211,14,18,58,16,11,pos
52,989,10,16,265,55,61,pos
46,339,8,2,118,11,25,pos
45,137,16,8,48,8,4,pos
57,160,8,20,31,8,17,pos
42,112,17,5,23,9,8,pos
55,151,30,10,36,5,5,pos
49,167,26,20,40,8,7,pos
40,161,12,12,55,9,15,pos
55,70,0,25,16,5,3,pos
41,177,7,7,45,5,9,pos
54,88,10,20,21,6,4,pos
38,131,9,9,48,10,12,pos
47,218,21,10,50,23,15,pos
50,111,4,4,14,11,10,pos
59,144,35,11,23,14,3,pos
46,236,20,11,65,22,13,pos
50,281,6,12,70,7,25,pos
53,81,12,12,19,4,4,pos
54,179,11,11,49,11,7,pos
46,173,18,18,32,10,17,pos
51,131,25,0,24,4,8,pos
41,173,14,25,53,16,11,pos
41,749,9,9,203,67,65,pos
47,540,12,12,129,36,36,pos
48,211,9,19,44,18,23,pos
50,122,17,17,25,10,7,pos
50,382,19,9,116,24,17,pos
51,323,9,19,83,11,20,pos
42,163,17,10,39,16,13,pos
47,510,16,11,136,34,33,pos
51,586,14,12,127,34,36,pos
49,264,37,14,71,18,9,pos
48,115,20,6,35,9,6,pos
48,155,16,0,37,5,13,pos
57,82,0,0,24,1,4,pos
49,138,10,10,33,12,7,pos
55,169,12,12,49,5,11,pos
50,151,12,12,31,6,10,pos
58,188,13,13,42,11,11,pos
55,136,5,10,22,6,13,pos
48,74,12,0,16,3,5,pos
57,156,7,15,39,2,11,pos
50,132,33,0,30,5,7,pos
60,95,0,0,15,5,7,pos
50,158,5,5,32,4,13,pos
57,148,15,10,34,9,11,pos
41,172,26,26,74,10,5,pos
48,254,18,23,64,20,18,pos
48,354,4,10,90,29,18,pos
47,591,5,10,162,25,52,pos
51,901,9,15,183,63,60,pos
46,64,12,37,21,6,2,pos
50,197,10,17,28,8,20,pos
47,151,18,27,41,7,4,pos
38,159,27,22,53,15,7,pos
57,247,16,22,60,13,18,pos
58,117,20,10,33,7,3,pos
42,159,25,18,47,20,7,pos
53,213,25,12,45,12,19,pos
49,153,6,13,49,7,8,pos
46,815,5,13,230,37,59,pos
48,882,12,19,231,48,73,pos
48,352,12,18,94,25,24,pos
33,81,0,18,33,5,6,pos
52,619,3,17,150,23,53,pos
40,276,8,18,90,16,21,pos
50,191,9,33,49,15,6,pos
38,210,6,23,64,23,20,pos
46,246,16,13,77,12,18,pos
57,171,23,0,36,5,8,pos
46,133,12,25,35,9,7,pos
61,189,5,25,40,8,12,pos
48,145,23,14,42,8,13,pos
40,140,9,13,40,10,12,pos
26,106,25,6,51,8,8,pos
58,97,0,15,26,8,5,pos
62,198,17,14,31,10,18,pos
58,127,14,21,20,6,8,pos
51,464,11,15,107,28,25,pos
56,317,23,17,80,12,22,pos
56,138,14,7,22,5,9,pos
58,196,14,0,38,6,15,pos
56,86,0,0,21,4,6,pos
54,286,6,18,39,10,22,pos
56,221,12,0,49,9,16,pos
45,60,11,11,13,4,5,pos
48,105,14,0,27,10,4,pos
48,421,12,14,98,28,43,pos
59,361,17,8,82,9,36,pos
44,304,12,10,99,20,19,pos
55,765,8,9,191,32,61,pos
53,149,15,10,29,5,15,pos
54,524,6,8,137,18,40,pos
48,772,9,16,210,47,56,pos
45,131,5,30,29,9,11,pos
51,164,3,19,31,15,16,pos
40,171,3,10,65,10,18,pos
48,553,17,12,176,29,27,pos
45,320,4,12,94,21,26,pos
48,959,11,19,254,53,78,pos
48,141,26,26,26,9,6,pos
53,169,11,27,45,9,9,pos
53,173,25,12,46,8,8,pos
53,230,13,13,58,15,15,pos
41,114,21,4,26,12,11,pos
51,136,0,21,27,11,8,pos
53,181,4,28,36,7,18,pos
52,226,5,17,48,20,15,pos
36,164,20,6,59,17,13,pos
46,720,15,10,213,55,44,pos
47,135,40,5,37,13,7,pos
49,139,0,18,31,13,9,pos
50,166,29,11,48,9,8,pos
46,298,12,16,84,23,25,pos
51,573,15,12,127,26,51,pos
55,247,13,17,55,13,10,pos
41,192,16,22,42,21,10,pos
53,264,10,12,48,25,14,pos
45,276,22,11,65,23,12,pos
47,838,12,16,214,39,68,pos
52,119,12,37,27,12,4,pos
46,363,20,18,84,32,22,pos
46,241,13,22,71,19,17,pos
44,100,33,11,18,6,3,pos
48,237,10,10,57,17,11,pos
53,583,12,16,118,39,33,pos
47,236,15,18,54,18,15,pos
44,554,20,18,145,53,24,pos
49,243,19,22,67,15,16,pos
51,115,10,20,24,7,3,pos
50,657,10,15,139,31,47,pos
55,546,20,15,105,31,38,pos
44,528,13,16,163,31,41,pos
46,118,25,15,35,14,6,pos
50,116,0,16,30,2,4,pos
52,310,9,3,65,17,15,pos
54,119,6,13,18,3,12,pos
57,133,21,14,27,5,9,pos
47,103,21,7,25,8,6,pos
44,474,11,18,123,17,27,pos
47,909,14,22,182,39,57,pos
52,264,21,18,69,12,21,pos
56,190,9,13,33,9,13,pos
49,118,15,21,30,16,3,pos
53,143,40,20,21,10,5,pos
50,157,13,26,42,10,13,pos
50,174,23,23,41,14,7,pos
61,126,5,47,26,6,13,pos
54,119,38,0,22,5,8,pos
56,124,21,7,22,8,6,pos
52,163,5,0,28,7,12,pos
49,359,5,13,74,15,22,pos
49,201,0,16,43,10,14,pos
58,79,14,14,11,10,4,pos
49,201,0,16,43,10,14,pos
49,139,10,20,18,8,12,pos
46,373,6,8,75,12,35,pos
59,82,23,15,13,8,5,pos
48,651,8,12,162,30,49,pos
47,191,17,35,34,9,19,pos
54,324,5,16,59,20,16,pos
47,169,3,25,37,18,13,pos
50,917,8,13,220,26,58,pos
54,883,12,15,181,41,53,pos
54,461,21,10,106,34,31,pos
58,154,9,18,28,7,4,pos
49,117,0,11,29,9,8,pos
49,349,9,23,93,29,14,pos
44,161,4,17,42,12,11,pos
54,137,0,0,37,4,8,pos
43,153,30,15,39,7,6,pos
30,184,21,13,60,21,16,pos
53,112,13,20,23,10,5,pos
50,141,9,14,38,9,12,pos
42,373,9,16,101,29,25,pos
48,284,20,15,72,21,19,pos
38,117,18,12,37,6,10,pos
47,403,10,15,99,28,37,pos
46,207,20,20,43,12,18,pos
50,414,20,14,94,36,28,pos
54,405,22,13,105,20,24,pos
57,176,13,9,36,11,11,pos
47,502,15,12,109,37,20,pos
38,136,27,4,31,12,10,pos
49,209,11,21,54,23,19,pos
54,376,9,26,82,21,21,pos
49,321,10,3,73,23,35,pos
52,352,13,13,76,22,29,pos
50,610,6,11,151,32,58,pos
41,133,6,10,40,19,10,pos
48,220,13,10,55,23,15,pos
58,361,17,28,78,17,22,pos
42,158,5,0,45,6,13,pos
48,563,14,14,157,40,52,pos
47,199,32,12,41,19,12,pos
53,200,4,17,42,14,9,pos
50,185,16,4,37,13,11,pos
46,137,16,11,46,10,8,pos
39,83,14,14,28,5,2,pos
53,60,28,0,13,2,5,pos
57,123,16,33,28,7,5,pos
52,87,25,25,15,4,8,pos
55,507,8,12,84,35,35,pos
63,161,17,0,28,5,12,pos
54,188,26,4,27,8,15,pos
53,149,17,17,31,6,11,pos
50,127,5,11,27,7,10,pos
44,158,8,21,40,14,9,pos
57,154,13,21,29,11,12,pos
50,131,15,15,38,6,7,pos
53,112,6,20,25,8,7,pos
52,165,33,16,33,12,6,pos
55,160,29,16,27,14,10,pos
58,324,5,31,65,16,22,pos
45,83,13,13,28,9,6,pos
41,96,15,15,21,8,5,pos
55,196,12,24,37,9,16,pos
52,405,19,15,86,23,23,pos
51,135,5,15,26,11,8,pos
55,157,22,4,29,14,8,pos
56,165,20,15,32,12,8,pos
52,125,17,29,20,5,12,pos
52,73,27,9,15,7,4,pos
58,110,18,36,20,4,7,pos
60,112,13,20,10,4,11,pos
54,42,25,25,14,4,0,pos
60,189,14,19,24,7,14,pos
36,214,12,20,77,13,12,pos
51,47,42,0,8,2,5,pos
47,133,18,18,23,11,5,pos
38,85,22,11,22,7,2,pos
48,115,11,11,35,5,12,pos
40,44,50,25,11,2,2,pos
40,115,23,11,23,11,6,pos
48,130,28,28,42,7,0,pos
50,171,7,21,39,4,10,pos
54,236,10,28,41,13,15,pos
52,199,23,15,36,14,12,pos
45,193,25,16,49,9,15,pos
44,406,10,12,117,20,29,pos
45,765,20,14,210,50,49,pos
48,312,23,12,77,19,20,pos
42,336,22,16,101,24,25,pos
47,311,10,10,75,18,22,pos
49,151,37,31,32,14,2,pos
33,136,31,9,44,16,6,pos
54,188,29,12,34,10,14,pos
47,131,11,5,35,6,11,pos
52,127,6,12,25,7,9,pos
55,206,20,10,43,8,12,pos
43,327,10,5,94,21,19,pos
49,197,25,14,43,15,13,pos
41,267,14,14,87,16,26,pos
37,320,22,7,110,29,11,pos
49,206,23,15,61,14,12,pos
45,203,11,22,47,16,11,pos
52,252,26,10,72,16,14,pos
44,185,19,15,49,17,9,pos
48,255,8,13,69,11,26,pos
39,421,22,15,119,29,29,pos
45,149,19,4,34,10,11,pos
47,221,13,23,55,11,19,pos
53,228,19,11,41,11,15,pos
41,79,12,37,20,5,3,pos
26,34,75,0,16,3,1,pos
52,196,22,9,47,7,15,pos
54,274,17,10,56,7,21,pos
53,111,28,28,23,9,5,pos
54,446,26,24,100,32,17,pos
42,472,11,15,133,48,41,pos
37,417,12,15,117,57,21,pos
43,338,20,11,99,33,11,pos
40,286,14,16,77,26,24,pos
51,320,10,13,69,23,14,pos
56,158,11,38,35,4,14,pos
50,120,5,15,30,5,14,pos
50,122,31,18,30,8,8,pos
54,102,0,25,19,2,6,pos
59,202,21,10,47,4,15,pos
51,333,16,19,72,13,23,pos
45,217,12,20,57,14,10,pos
46,200,11,20,51,13,22,pos
52,207,5,5,47,5,15,pos
57,128,14,0,20,3,11,pos
51,177,8,20,39,11,14,pos
54,171,8,28,33,10,15,pos
54,195,7,17,37,9,19,pos
47,89,5,11,18,6,11,pos
45,168,10,32,35,16,12,pos
58,136,11,5,18,9,9,pos
37,98,16,16,21,7,5,pos
57,138,27,9,32,5,6,pos
52,137,20,0,31,9,6,pos
61,126,18,9,23,3,8,pos
58,181,29,5,37,6,11,pos
46,105,15,15,20,9,4,pos
57,118,25,8,17,7,5,pos
54,176,5,5,40,10,9,pos
41,157,18,14,43,18,9,pos
