stopWordsProportion,numWords,positiveWordProportion,negativeWordProportion,numNouns,numAdjectives,numVerbs,class
53,356,7,7,69,12,29,neg
50,214,6,20,51,18,11,neg
53,527,11,17,119,32,37,neg
50,122,10,10,19,4,6,neg
60,168,23,0,30,6,11,neg
46,116,0,12,36,9,7,neg
51,132,15,15,24,8,11,neg
50,83,28,14,19,3,4,neg
45,155,4,16,39,14,10,neg
52,118,11,17,24,8,9,neg
61,334,6,11,63,15,28,neg
50,433,17,21,115,23,28,neg
40,110,8,50,27,6,6,neg
45,42,28,0,9,6,1,neg
48,216,0,15,54,15,18,neg
56,191,17,21,38,9,14,neg
52,126,16,16,30,11,7,neg
53,516,14,25,133,44,31,neg
52,130,40,0,28,12,3,neg
45,197,22,4,59,15,7,neg
64,77,20,20,16,2,3,neg
54,124,30,30,29,6,4,neg
44,171,24,13,33,18,11,neg
46,125,13,20,35,7,8,neg
45,74,11,33,15,3,6,neg
57,21,0,0,4,1,3,neg
43,46,0,20,10,3,2,neg
44,59,18,9,8,4,7,neg
37,137,5,25,45,7,13,neg
63,157,23,7,34,7,6,neg
49,71,0,25,16,0,8,neg
55,152,18,4,26,7,15,neg
62,116,20,10,20,5,5,neg
61,63,33,50,10,4,2,neg
55,142,20,6,31,6,9,neg
41,129,11,23,41,9,8,neg
48,127,6,6,34,4,12,neg
54,131,5,17,26,4,13,neg
46,122,21,10,33,8,11,neg
41,163,16,8,49,14,11,neg
43,171,3,3,38,17,11,neg
48,147,5,26,37,11,8,neg
57,295,9,9,57,12,20,neg
56,284,13,24,46,11,18,neg
54,133,21,21,28,11,8,neg
46,143,5,16,32,8,10,neg
45,180,17,8,43,17,6,neg
54,216,9,30,47,19,14,neg
47,393,7,24,81,35,19,neg
56,174,0,16,35,5,13,neg
40,92,0,18,17,5,6,neg
54,520,8,10,114,31,37,neg
54,144,22,44,25,4,14,neg
44,190,22,27,39,11,11,neg
52,209,9,18,39,8,14,neg
45,307,4,23,75,16,26,neg
45,243,10,28,50,26,12,neg
49,179,12,8,46,13,11,neg
43,256,20,22,68,31,18,neg
43,94,6,18,20,12,4,neg
43,185,14,18,50,16,11,neg
49,163,5,21,46,11,8,neg
46,109,13,13,18,4,11,neg
64,219,14,28,43,10,11,neg
46,422,8,29,95,30,28,neg
47,38,0,33,6,4,5,neg
49,245,6,15,58,14,19,neg
52,262,13,26,65,13,17,neg
52,314,12,30,50,14,19,neg
46,54,16,16,13,4,2,neg
31,105,40,20,36,12,8,neg
40,125,10,10,39,13,6,neg
45,246,12,20,55,22,18,neg
43,48,16,0,5,4,2,neg
47,125,6,13,36,8,7,neg
56,172,16,4,24,13,12,neg
57,102,0,20,21,4,6,neg
55,140,17,11,33,6,11,neg
45,74,25,12,19,4,4,neg
52,107,6,0,19,9,7,neg
57,158,5,15,31,8,11,neg
42,456,8,13,126,32,37,neg
49,811,14,16,211,51,47,neg
50,214,11,34,54,13,13,neg
46,865,11,18,218,63,64,neg
55,188,0,16,38,9,9,neg
52,122,18,12,31,7,9,neg
40,87,0,28,25,6,8,neg
44,188,16,16,39,14,10,neg
41,268,12,25,69,14,17,neg
48,112,0,35,27,11,9,neg
46,432,9,16,93,31,41,neg
59,89,7,15,9,7,6,neg
50,140,5,5,27,4,13,neg
55,129,7,15,20,4,9,neg
47,123,17,17,32,17,6,neg
45,81,23,15,20,7,6,neg
63,52,20,80,6,5,0,neg
47,244,11,20,57,19,16,neg
53,159,18,9,30,5,17,neg
53,854,6,20,211,36,74,neg
51,364,9,7,81,14,28,neg
49,182,21,6,57,17,15,neg
46,115,0,27,28,9,9,neg
50,138,15,15,21,11,9,neg
48,135,20,5,29,10,10,neg
56,280,4,18,63,8,14,neg
43,148,14,9,28,10,11,neg
49,148,10,0,39,10,9,neg
45,409,2,19,103,19,27,neg
50,146,23,17,35,11,6,neg
43,164,6,17,44,22,7,neg
49,63,25,16,17,5,7,neg
49,439,15,6,138,16,29,neg
45,131,20,26,33,8,7,neg
55,156,19,33,24,8,13,neg
47,126,11,16,30,5,13,neg
45,332,11,13,98,19,25,neg
56,126,7,15,18,3,10,neg
57,355,22,11,69,19,16,neg
59,47,0,42,10,4,3,neg
43,181,18,9,44,13,9,neg
42,716,16,13,179,58,46,neg
48,429,9,17,89,34,40,neg
58,199,6,17,31,11,18,neg
46,522,11,14,114,43,33,neg
45,253,15,12,69,22,17,neg
43,93,7,7,29,7,7,neg
51,275,7,9,62,20,21,neg
45,312,5,15,78,18,21,neg
48,184,15,19,47,13,13,neg
51,233,16,16,42,15,10,neg
48,135,7,0,30,13,13,neg
46,158,6,34,39,18,11,neg
45,87,9,9,25,6,5,neg
44,140,4,9,27,14,8,neg
51,282,2,20,63,19,21,neg
48,145,12,25,27,5,11,neg
55,45,14,14,12,3,4,neg
58,285,8,13,66,7,16,neg
56,589,9,28,122,30,43,neg
49,241,3,15,56,25,7,neg
52,178,14,9,38,8,13,neg
51,1014,11,8,228,46,89,neg
54,301,14,21,62,22,19,neg
50,300,3,33,66,14,13,neg
44,165,8,36,39,16,9,neg
44,558,16,13,124,28,37,neg
50,746,9,23,170,56,51,neg
54,331,26,13,64,34,12,neg
47,368,12,14,88,30,20,neg
48,268,8,22,59,11,25,neg
54,146,6,31,29,8,8,neg
52,287,22,3,50,10,17,neg
44,261,10,12,63,17,22,neg
53,136,6,13,36,9,6,neg
45,340,2,12,90,23,27,neg
52,279,14,5,68,15,20,neg
55,245,17,21,57,14,9,neg
34,76,0,14,26,3,4,neg
44,61,0,22,20,2,7,neg
48,115,15,15,26,10,10,neg
38,265,14,20,87,30,19,neg
57,52,0,50,7,2,2,neg
44,251,13,16,62,17,19,neg
50,223,12,9,47,16,16,neg
62,61,0,0,13,2,3,neg
47,997,12,20,235,73,66,neg
54,202,20,16,38,14,11,neg
52,970,4,12,218,37,65,neg
50,129,12,12,27,8,8,neg
51,554,15,20,121,26,39,neg
51,146,14,23,33,13,8,neg
45,247,13,17,74,11,18,neg
52,267,3,6,62,13,19,neg
55,275,4,24,57,19,22,neg
58,114,23,23,26,3,10,neg
48,195,0,13,46,13,9,neg
51,334,18,12,87,19,13,neg
59,209,25,25,46,9,11,neg
56,330,10,37,61,21,16,neg
57,111,30,20,19,8,2,neg
53,145,6,20,30,3,12,neg
44,218,14,21,52,12,16,neg
44,159,6,27,40,17,12,neg
51,132,16,22,19,5,13,neg
51,88,27,27,25,5,6,neg
49,165,16,28,36,12,13,neg
48,181,4,14,44,13,8,neg
53,184,13,13,51,8,15,neg
43,433,15,11,101,36,42,neg
47,104,8,25,21,5,7,neg
54,163,6,18,28,4,12,neg
44,206,11,7,43,11,15,neg
45,170,14,22,32,13,14,neg
50,359,10,10,70,23,27,neg
49,126,0,25,26,4,12,neg
47,134,20,33,33,10,5,neg
59,131,26,13,19,6,9,neg
53,148,14,7,43,6,8,neg
58,144,21,21,23,12,7,neg
55,327,8,27,65,15,22,neg
46,199,8,28,41,13,12,neg
49,151,11,22,34,12,15,neg
49,353,13,13,98,15,22,neg
53,183,9,28,49,8,13,neg
55,138,13,20,36,6,9,neg
52,168,6,0,35,4,12,neg
45,60,12,25,13,5,3,neg
48,136,14,28,27,10,11,neg
48,659,2,16,156,29,51,neg
51,791,11,15,176,54,56,neg
57,166,11,22,35,10,8,neg
49,199,5,11,46,16,18,neg
50,146,0,7,41,3,11,neg
46,182,16,16,49,13,11,neg
51,485,8,17,95,23,34,neg
51,629,12,21,153,50,29,neg
49,491,10,13,111,28,38,neg
49,186,8,16,38,13,11,neg
45,525,12,20,122,52,33,neg
49,273,24,24,53,30,7,neg
58,217,13,6,47,9,20,neg
55,110,15,20,21,12,8,neg
56,187,7,15,34,11,15,neg
50,124,0,35,33,9,11,neg
56,133,16,22,29,11,7,neg
54,179,4,16,37,11,14,neg
48,351,18,15,84,21,17,neg
50,191,12,8,34,13,11,neg
55,98,8,8,20,6,6,neg
40,140,0,10,37,9,10,neg
51,116,5,23,25,14,3,neg
44,77,27,9,19,5,6,neg
53,32,25,0,6,2,2,neg
47,71,0,37,13,4,4,neg
46,164,4,20,43,13,11,neg
57,71,10,40,11,6,4,neg
47,339,7,25,82,31,21,neg
51,124,12,25,29,12,4,neg
40,76,15,0,27,3,10,neg
46,263,4,32,55,22,21,neg
44,755,7,29,209,65,45,neg
45,151,25,20,39,15,5,neg
47,110,20,13,29,9,6,neg
41,287,18,14,71,29,20,neg
50,263,5,13,54,20,17,neg
49,132,14,14,36,6,8,neg
51,348,12,14,89,25,29,neg
32,122,0,18,37,7,9,neg
48,149,4,8,38,11,12,neg
36,185,5,8,29,19,15,neg
51,145,13,13,29,13,10,neg
58,147,20,20,32,8,12,neg
46,350,9,23,85,27,24,neg
50,139,11,16,33,8,10,neg
55,139,11,5,34,12,6,neg
46,261,32,16,73,18,7,neg
47,243,5,15,63,8,12,neg
52,244,11,14,67,15,12,neg
41,193,12,5,66,20,20,neg
52,170,8,20,29,14,11,neg
54,146,10,17,29,17,12,neg
43,135,0,36,28,10,9,neg
47,136,0,34,30,15,8,neg
55,143,11,29,27,7,10,neg
54,141,27,22,30,11,7,neg
45,182,7,40,40,14,13,neg
48,122,11,35,23,6,11,neg
54,120,7,15,35,4,9,neg
54,125,30,50,35,6,4,neg
46,179,21,8,45,10,13,neg
47,174,9,13,44,11,11,neg
52,117,20,0,29,6,4,neg
59,157,6,20,32,10,5,neg
57,197,11,14,44,8,19,neg
47,184,4,13,47,12,10,neg
49,559,10,17,107,27,57,neg
48,145,20,13,25,8,7,neg
44,293,7,24,59,24,17,neg
52,545,20,20,124,36,37,neg
51,706,10,13,136,40,47,neg
50,112,9,27,26,10,12,neg
47,987,12,22,270,74,61,neg
46,364,8,20,95,18,17,neg
41,222,17,14,57,13,22,neg
58,131,11,33,26,5,4,neg
44,136,9,36,40,2,9,neg
50,167,15,23,30,13,13,neg
47,355,9,15,87,23,29,neg
50,95,17,17,24,12,5,neg
52,161,5,35,38,10,10,neg
49,147,11,23,28,14,12,neg
57,456,11,15,83,27,33,neg
54,223,0,17,52,16,12,neg
49,120,17,11,34,7,10,neg
49,247,22,22,64,21,10,neg
53,127,9,36,34,5,6,neg
57,88,11,0,14,3,6,neg
59,153,20,6,27,5,10,neg
50,137,0,5,40,10,8,neg
52,240,24,24,52,20,9,neg
50,285,17,17,59,29,18,neg
43,264,18,8,60,18,19,neg
45,385,13,15,94,26,26,neg
48,356,9,30,72,31,21,neg
53,144,17,29,35,7,10,neg
43,433,12,19,117,44,27,neg
48,322,8,23,76,34,12,neg
48,174,11,7,50,12,15,neg
52,239,25,9,47,16,15,neg
57,138,13,20,30,9,6,neg
45,274,12,17,62,22,19,neg
56,51,0,44,10,5,4,neg
48,136,0,25,38,4,8,neg
51,237,33,11,43,12,15,neg
46,340,2,20,98,22,23,neg
47,55,11,11,12,4,5,neg
55,504,5,14,126,20,34,neg
41,108,0,18,30,11,5,neg
49,225,6,15,46,8,25,neg
57,130,25,16,26,6,6,neg
32,50,50,16,12,3,3,neg
58,102,12,25,19,3,5,neg
47,70,16,0,17,3,3,neg
54,81,0,37,24,4,4,neg
60,79,16,25,15,9,3,neg
48,350,5,22,73,24,30,neg
48,228,6,15,51,12,20,neg
40,261,7,28,69,19,20,neg
54,305,5,20,70,17,17,neg
47,98,16,11,20,12,6,neg
48,350,6,18,69,19,31,neg
46,168,21,15,47,14,5,neg
46,159,12,20,40,17,8,neg
51,129,5,25,32,7,13,neg
41,124,5,17,38,6,11,neg
46,185,3,7,47,12,14,neg
52,353,18,18,72,28,21,neg
48,770,15,17,195,62,42,neg
56,181,3,30,30,13,17,neg
52,314,11,15,53,16,29,neg
47,148,4,22,37,9,13,neg
45,286,11,9,77,25,18,neg
51,124,6,25,26,5,11,neg
45,343,1,14,54,22,32,neg
48,243,19,30,58,20,16,neg
53,246,7,14,55,15,12,neg
44,242,3,20,53,11,18,neg
58,244,3,22,45,18,9,neg
50,76,27,9,22,5,6,neg
54,201,0,31,39,8,14,neg
50,128,18,18,25,6,10,neg
49,282,9,14,64,14,27,neg
50,140,0,35,38,12,8,neg
55,228,18,3,41,11,16,neg
54,294,10,17,51,15,24,neg
51,251,14,20,51,17,18,neg
55,141,10,40,27,10,10,neg
53,393,10,13,79,30,29,neg
52,479,6,21,100,28,54,neg
45,116,23,28,31,15,6,neg
51,137,25,25,26,8,8,neg
54,291,7,21,62,19,22,neg
46,135,15,21,38,11,8,neg
51,144,12,16,27,11,14,neg
48,136,10,20,20,9,11,neg
53,119,0,23,20,6,11,neg
53,188,10,15,44,11,8,neg
57,357,3,16,66,12,41,neg
51,155,21,15,30,7,12,neg
51,237,12,15,40,16,16,neg
57,175,5,10,31,7,13,neg
41,258,9,14,73,20,22,neg
49,385,3,21,83,21,35,neg
54,360,13,23,69,12,34,neg
44,98,6,13,24,10,5,neg
47,854,13,20,197,60,79,neg
49,205,11,11,56,6,12,neg
55,356,8,21,71,20,27,neg
51,222,28,12,48,15,17,neg
52,134,7,7,27,5,8,neg
50,248,2,22,57,21,14,neg
45,121,0,12,34,7,9,neg
52,343,5,26,69,27,25,neg
51,505,15,10,123,20,40,neg
38,568,8,19,122,37,34,neg
50,167,17,11,28,11,6,neg
47,117,5,50,31,9,9,neg
55,658,7,12,140,33,48,neg
52,170,4,23,41,8,13,neg
47,200,19,12,58,18,13,neg
57,154,11,27,32,10,8,neg
53,115,28,0,28,10,4,neg
45,164,20,20,45,22,12,neg
47,127,22,22,29,11,7,neg
39,116,17,23,40,9,8,neg
38,170,12,20,48,14,11,neg
45,191,21,25,43,16,12,neg
49,124,21,5,32,12,7,neg
55,242,6,9,58,10,21,neg
53,464,11,11,101,18,35,neg
47,124,6,20,28,9,6,neg
62,111,9,9,21,6,5,neg
53,414,9,21,83,19,33,neg
57,283,8,20,59,14,21,neg
49,326,4,15,79,18,26,neg
46,526,16,18,131,39,46,neg
54,259,9,13,53,10,12,neg
50,151,20,12,30,19,5,neg
51,156,0,22,26,10,8,neg
54,724,15,8,147,45,44,neg
52,347,15,25,84,18,21,neg
49,800,16,6,184,29,64,neg
46,558,10,17,142,29,38,neg
48,382,4,30,72,12,31,neg
49,263,24,13,78,12,25,neg
60,170,5,23,25,10,7,neg
48,311,5,33,63,14,25,neg
52,746,5,18,154,27,52,neg
44,394,5,6,69,25,34,neg
54,270,8,17,62,6,17,neg
50,271,9,22,58,21,23,neg
43,191,14,11,59,12,15,neg
55,270,15,23,59,12,14,neg
54,445,19,19,81,22,35,neg
52,128,30,0,30,4,9,neg
51,297,23,20,61,13,21,neg
42,180,23,23,62,2,11,neg
52,305,5,19,58,13,23,neg
55,443,10,17,93,15,31,neg
47,456,7,21,106,22,44,neg
33,177,4,34,42,13,10,neg
55,112,6,18,20,4,12,neg
39,161,7,11,50,14,12,neg
57,196,29,23,49,5,12,neg
40,176,9,18,45,15,18,neg
57,76,0,44,14,3,6,neg
35,37,12,25,12,7,1,neg
54,214,21,17,49,13,15,neg
45,90,17,5,17,11,6,neg
54,744,10,14,169,38,47,neg
49,408,17,17,90,38,20,neg
55,196,7,19,42,11,15,neg
41,112,33,8,34,7,5,neg
56,153,5,16,33,8,10,neg
44,355,9,13,92,22,31,neg
49,281,19,16,56,18,18,neg
44,262,13,16,77,22,21,neg
46,254,12,21,58,16,16,neg
57,49,20,20,12,4,1,neg
56,231,0,8,45,13,10,neg
49,133,0,33,33,9,6,neg
46,222,3,21,51,15,18,neg
48,291,21,25,72,14,14,neg
39,181,6,13,39,12,18,neg
60,296,16,14,51,22,20,neg
49,202,17,25,43,15,13,neg
53,160,33,6,32,7,8,neg
50,73,0,10,23,3,7,neg
55,185,11,15,33,13,13,neg
51,125,7,14,28,6,8,neg
62,145,28,14,23,5,9,neg
57,138,6,0,25,5,10,neg
41,476,15,13,92,26,32,neg
50,172,10,15,40,9,11,neg
41,172,11,30,35,19,7,neg
39,174,17,31,54,21,8,neg
54,262,15,7,62,13,13,neg
49,159,19,33,31,8,13,neg
48,720,10,24,192,43,43,neg
49,159,19,33,31,8,13,neg
47,255,18,6,55,28,21,neg
57,148,0,6,18,3,13,neg
47,118,12,20,20,14,10,neg
51,186,3,25,42,14,14,neg
49,187,9,16,41,11,20,neg
49,239,12,9,52,11,20,neg
44,110,8,16,31,8,4,neg
55,284,10,17,53,14,14,neg
54,198,11,17,44,9,8,neg
58,186,17,21,45,15,8,neg
46,573,7,17,153,48,33,neg
44,486,8,22,122,42,42,neg
55,260,3,22,57,17,14,neg
53,768,9,13,166,54,40,neg
58,116,15,10,20,10,10,neg
47,208,11,8,51,11,23,neg
42,95,11,55,29,5,4,neg
48,135,17,21,32,12,11,neg
55,150,0,30,26,5,8,neg
51,937,7,16,218,55,72,neg
46,252,11,8,75,17,17,neg
50,42,0,40,8,3,2,neg
59,119,6,20,23,9,6,neg
51,458,10,10,114,30,34,neg
44,131,17,0,24,5,12,neg
35,126,11,29,47,8,9,neg
39,166,17,17,42,17,12,neg
53,453,11,7,110,21,32,neg
44,252,5,20,52,18,17,neg
39,206,10,18,62,20,18,neg
43,329,3,9,103,27,26,neg
55,171,12,18,36,8,8,neg
53,276,17,2,62,17,18,neg
50,443,9,10,100,28,37,neg
51,283,17,14,63,13,21,neg
46,939,9,15,258,62,63,neg
47,436,14,16,116,26,24,neg
49,262,22,25,65,12,15,neg
47,142,12,12,33,15,9,neg
47,142,12,12,33,15,9,neg
50,341,11,35,76,34,17,neg
50,431,18,7,99,29,26,neg
50,141,28,14,26,3,4,neg
49,271,12,3,59,10,21,neg
52,161,26,13,30,9,14,neg
46,245,22,12,66,17,14,neg
54,525,11,19,108,36,35,neg
47,462,7,30,108,31,34,neg
51,195,14,7,43,17,10,neg
45,187,7,25,52,13,15,neg
70,130,9,27,19,4,7,neg
59,157,0,27,31,8,10,neg
53,322,12,19,64,19,12,neg
57,118,29,23,20,10,7,neg
59,126,22,11,25,4,5,neg
55,138,0,26,25,4,11,neg
48,483,3,11,119,22,38,neg
57,238,21,10,52,14,14,neg
52,837,8,21,201,37,63,neg
44,124,0,30,27,8,5,neg
58,133,9,0,28,4,7,neg
48,119,28,14,29,8,6,neg
53,223,12,20,45,11,13,neg
50,147,29,23,34,13,4,neg
60,296,9,31,60,7,15,neg
52,155,31,6,30,7,9,neg
54,124,23,11,23,8,9,neg
49,385,8,16,83,22,28,neg
35,179,9,19,48,18,13,neg
53,154,12,36,32,12,13,neg
48,149,0,23,29,9,8,neg
58,168,10,31,32,11,8,neg
44,369,14,21,91,26,30,neg
49,232,7,34,60,14,12,neg
56,139,17,11,26,5,12,neg
