stopWordsProportion,numWords,positiveWordProportion,negativeWordProportion,numNouns,numAdjectives,numVerbs,class
48,220,5,35,72,12,8,pos
37,100,29,17,36,13,4,pos
49,79,27,18,20,6,5,pos
41,108,13,6,32,7,8,pos
54,198,9,0,39,13,18,pos
50,48,14,14,10,5,2,pos
48,50,0,33,12,7,2,pos
55,145,13,21,25,6,17,pos
56,58,40,10,9,7,3,pos
47,115,30,0,29,14,6,pos
51,101,13,26,20,8,7,pos
52,119,14,19,16,10,11,pos
53,160,26,0,44,10,9,pos
48,348,5,25,78,20,20,pos
44,182,14,11,56,17,10,pos
43,95,15,38,27,8,5,pos
47,165,10,17,41,16,13,pos
48,476,18,18,117,54,27,pos
63,168,6,12,34,7,9,pos
59,49,0,33,9,3,3,pos
54,165,29,11,46,11,6,pos
63,194,17,5,32,4,13,pos
43,199,18,21,56,19,13,pos
48,66,0,22,10,4,5,pos
60,125,11,23,17,5,12,pos
48,158,14,19,39,11,10,pos
54,131,36,9,30,7,4,pos
52,174,16,4,34,7,17,pos
51,114,0,11,25,10,7,pos
44,755,12,17,217,33,52,pos
41,407,16,10,117,21,28,pos
46,154,5,16,42,7,11,pos
63,277,14,3,54,11,16,pos
50,225,13,20,53,12,17,pos
46,152,16,6,37,17,14,pos
55,341,12,15,73,18,14,pos
42,159,11,15,34,18,8,pos
46,226,5,16,69,9,9,pos
49,285,12,4,62,22,19,pos
47,385,18,20,104,36,18,pos
44,256,19,13,70,23,13,pos
56,116,15,7,27,4,9,pos
48,215,28,3,46,16,12,pos
43,323,15,13,77,28,18,pos
54,138,15,0,34,6,7,pos
53,138,27,27,37,13,5,pos
44,123,20,10,29,2,8,pos
51,508,18,9,122,27,28,pos
45,80,30,23,19,11,2,pos
54,308,19,16,60,14,17,pos
60,208,8,8,41,11,14,pos
49,311,21,13,92,25,13,pos
52,617,6,7,162,23,55,pos
44,136,21,15,37,12,7,pos
50,753,9,14,186,46,50,pos
49,950,7,9,254,74,50,pos
54,770,18,18,173,40,51,pos
50,981,11,19,230,48,73,pos
48,350,15,17,81,27,24,pos
59,502,33,5,115,23,28,pos
43,203,26,0,60,14,12,pos
46,245,12,12,81,8,16,pos
40,130,17,17,33,11,12,pos
51,333,23,8,79,26,20,pos
50,831,15,15,211,56,62,pos
51,254,21,17,64,15,13,pos
49,575,15,13,144,39,40,pos
46,282,9,11,68,27,16,pos
58,417,9,9,79,22,33,pos
50,562,16,8,131,32,39,pos
53,381,8,10,87,17,20,pos
51,445,20,6,112,26,19,pos
41,195,12,9,52,17,14,pos
50,76,20,20,19,3,7,pos
54,571,9,15,104,36,47,pos
49,640,12,10,157,54,51,pos
51,160,23,14,35,13,8,pos
52,132,0,18,36,7,9,pos
53,141,7,15,30,3,10,pos
58,41,20,20,10,2,3,pos
43,65,50,0,25,4,2,pos
49,187,22,9,56,10,12,pos
44,452,13,13,160,31,29,pos
37,114,21,21,36,5,9,pos
54,150,11,23,33,4,13,pos
46,123,22,13,26,13,9,pos
44,190,15,6,57,14,19,pos
51,142,10,20,30,11,9,pos
60,162,23,7,40,8,5,pos
46,119,27,9,28,10,12,pos
47,582,8,11,153,33,48,pos
47,315,7,13,71,12,26,pos
53,142,27,16,21,6,12,pos
53,196,14,14,53,10,11,pos
49,281,6,34,60,28,16,pos
44,563,11,8,164,43,36,pos
49,193,12,12,50,11,14,pos
49,550,18,14,125,51,34,pos
51,135,4,9,32,11,11,pos
44,409,6,9,107,31,31,pos
41,141,11,11,48,9,8,pos
47,364,10,28,102,28,22,pos
54,308,7,28,66,15,24,pos
57,138,37,18,30,6,10,pos
45,202,22,7,48,13,14,pos
50,108,22,0,29,2,7,pos
40,92,22,33,24,3,6,pos
35,103,0,0,22,3,10,pos
50,120,12,12,23,12,4,pos
55,639,26,10,135,22,35,pos
53,525,11,14,134,31,47,pos
41,431,15,15,137,36,37,pos
57,175,10,34,26,17,12,pos
47,633,10,22,134,54,39,pos
51,430,14,16,101,28,21,pos
44,208,16,8,68,8,17,pos
55,69,0,25,13,6,2,pos
48,62,75,0,25,3,1,pos
50,63,75,0,25,3,1,pos
43,116,18,13,25,9,13,pos
45,104,10,30,33,6,4,pos
43,37,33,16,7,4,2,pos
50,106,15,15,24,9,4,pos
43,175,7,11,47,8,18,pos
47,76,20,13,14,8,7,pos
56,406,11,18,54,28,26,pos
35,289,5,27,112,19,21,pos
53,216,19,11,48,12,14,pos
35,318,16,5,146,14,22,pos
45,380,19,9,118,26,25,pos
43,574,12,14,152,39,38,pos
45,212,5,17,50,16,18,pos
48,939,12,12,255,53,72,pos
52,275,8,8,69,18,18,pos
44,577,12,9,179,29,54,pos
47,520,7,14,132,22,49,pos
42,626,16,15,148,58,44,pos
53,171,8,0,30,8,15,pos
47,887,8,13,210,43,68,pos
47,989,8,20,234,83,73,pos
43,727,12,24,195,59,63,pos
52,935,9,13,204,56,59,pos
42,192,15,12,52,11,21,pos
48,341,7,16,98,16,26,pos
51,334,14,6,73,25,23,pos
49,211,18,8,48,27,10,pos
56,710,18,10,153,40,39,pos
44,767,18,13,208,67,55,pos
36,128,25,15,52,10,10,pos
32,67,18,18,23,6,5,pos
56,114,10,20,26,4,6,pos
50,141,11,16,29,8,10,pos
48,186,21,7,49,7,7,pos
49,609,6,8,168,37,41,pos
47,185,6,13,53,16,13,pos
49,119,11,5,27,7,11,pos
50,680,10,18,154,61,50,pos
44,683,9,18,182,41,54,pos
43,294,18,11,81,29,14,pos
52,284,5,8,61,18,16,pos
55,270,10,16,53,9,21,pos
58,85,11,0,17,5,4,pos
45,111,23,15,35,7,6,pos
43,226,17,17,79,12,16,pos
47,290,13,18,89,30,14,pos
46,130,16,33,37,9,3,pos
53,417,11,11,94,22,22,pos
50,245,10,15,53,18,20,pos
44,259,10,13,78,12,18,pos
49,200,4,21,52,12,11,pos
38,155,23,15,43,13,13,pos
41,104,21,7,32,8,6,pos
45,142,27,5,42,7,11,pos
52,51,42,14,11,4,3,pos
57,85,10,10,12,3,7,pos
32,291,9,23,112,39,16,pos
48,145,11,16,35,9,9,pos
54,50,14,14,6,1,6,pos
53,122,11,29,23,8,9,pos
50,88,10,30,17,5,5,pos
46,66,0,22,16,6,3,pos
52,192,39,4,35,13,10,pos
36,138,25,5,41,10,10,pos
56,48,14,14,8,5,2,pos
46,54,0,40,14,7,3,pos
49,122,18,18,27,5,6,pos
42,114,21,0,33,10,9,pos
52,124,38,7,25,7,6,pos
31,87,40,26,26,11,4,pos
49,55,9,36,10,7,4,pos
42,123,6,6,31,4,11,pos
47,218,0,28,57,9,16,pos
54,107,27,9,23,4,7,pos
52,133,7,7,33,5,9,pos
52,140,26,13,31,8,7,pos
50,125,5,17,19,2,15,pos
45,174,20,20,41,12,13,pos
40,323,17,12,93,23,24,pos
49,111,28,21,30,9,5,pos
55,131,23,11,24,11,6,pos
49,123,17,17,33,9,8,pos
49,903,13,11,237,60,62,pos
56,66,30,20,18,10,0,pos
31,44,14,14,18,6,1,pos
56,285,22,25,65,16,11,pos
50,262,12,12,66,16,17,pos
36,68,16,33,18,5,1,pos
42,166,17,8,51,10,13,pos
45,177,15,15,48,13,6,pos
47,63,11,22,21,4,5,pos
44,109,11,33,24,7,11,pos
48,84,10,50,23,6,4,pos
40,95,25,6,30,10,6,pos
40,196,17,7,67,14,14,pos
60,175,5,11,40,10,8,pos
49,109,9,18,20,2,9,pos
51,671,8,13,173,32,48,pos
50,157,15,21,47,10,9,pos
52,394,21,8,101,26,21,pos
45,192,12,20,52,15,10,pos
43,101,30,15,23,14,6,pos
56,151,22,16,31,9,9,pos
45,279,17,9,81,16,25,pos
50,462,13,7,127,32,33,pos
48,331,17,15,92,17,28,pos
46,387,17,11,97,30,22,pos
37,96,16,27,28,9,9,pos
52,311,14,12,74,20,29,pos
43,188,15,21,55,21,11,pos
53,132,12,12,29,10,6,pos
41,117,10,20,30,14,6,pos
52,114,25,6,24,8,8,pos
56,151,9,33,27,11,10,pos
55,147,7,23,37,5,8,pos
58,413,8,17,66,20,25,pos
39,107,0,0,36,3,10,pos
46,217,0,21,51,6,17,pos
58,177,23,15,45,6,7,pos
40,132,16,28,33,14,11,pos
52,140,14,18,25,13,14,pos
49,377,9,11,96,20,31,pos
52,635,9,19,122,32,44,pos
50,359,8,16,76,29,32,pos
54,199,25,15,36,12,8,pos
49,597,9,11,141,34,47,pos
57,137,10,26,31,10,9,pos
47,179,14,19,36,8,13,pos
43,299,3,15,87,28,30,pos
54,175,12,4,29,6,18,pos
47,149,11,11,29,10,16,pos
47,91,33,8,27,7,5,pos
47,842,11,14,197,64,47,pos
47,68,0,25,15,3,5,pos
46,321,16,5,76,17,19,pos
51,122,7,14,30,8,6,pos
60,145,20,6,29,8,7,pos
60,225,18,14,45,11,16,pos
37,197,10,13,78,22,7,pos
42,45,50,25,14,8,0,pos
54,216,18,9,35,9,23,pos
48,541,9,11,118,40,23,pos
38,81,20,0,30,4,1,pos
56,58,25,50,17,2,2,pos
52,232,5,25,46,22,14,pos
43,55,16,16,12,2,4,pos
57,56,14,28,15,2,5,pos
27,36,27,18,11,9,2,pos
37,95,27,9,23,5,6,pos
49,67,25,12,14,3,5,pos
54,146,7,7,17,2,12,pos
40,151,12,20,47,8,16,pos
49,99,20,6,20,6,9,pos
56,162,25,18,32,13,3,pos
53,200,31,27,56,15,7,pos
32,70,33,8,20,8,4,pos
43,81,0,10,22,4,6,pos
43,55,16,33,14,5,1,pos
53,125,12,0,33,4,4,pos
45,73,8,25,17,8,4,pos
50,364,15,15,92,23,35,pos
45,294,2,10,65,19,20,pos
50,199,20,10,46,11,9,pos
45,120,11,16,28,12,6,pos
53,63,22,11,12,6,3,pos
49,642,17,13,162,50,38,pos
44,126,11,17,39,6,11,pos
46,75,7,23,23,5,8,pos
41,127,15,30,31,8,5,pos
50,438,19,17,96,26,20,pos
48,161,14,18,32,14,13,pos
36,386,16,17,120,54,24,pos
38,175,15,20,53,12,8,pos
46,169,9,18,40,13,9,pos
35,123,27,13,24,11,11,pos
47,616,15,6,178,42,34,pos
42,733,10,21,199,55,68,pos
50,109,33,33,24,4,5,pos
49,481,11,22,115,24,37,pos
56,125,21,28,24,8,6,pos
42,150,33,16,39,7,5,pos
49,314,12,9,78,17,16,pos
60,53,25,0,10,2,2,pos
43,166,35,11,39,12,5,pos
46,60,16,0,11,4,2,pos
52,155,6,6,34,3,13,pos
59,131,31,6,24,7,9,pos
57,68,22,0,17,3,6,pos
46,138,21,7,25,9,5,pos
50,363,27,5,73,21,15,pos
55,129,11,5,24,7,10,pos
47,36,20,0,6,4,1,pos
49,152,23,11,34,7,10,pos
57,134,17,5,35,7,10,pos
49,122,7,7,35,3,10,pos
46,66,33,0,11,6,0,pos
58,629,19,25,126,23,43,pos
43,158,12,6,26,5,11,pos
52,254,9,12,68,13,18,pos
56,261,17,14,59,25,9,pos
47,87,36,9,22,7,4,pos
58,139,17,21,27,11,12,pos
52,124,20,10,21,8,12,pos
51,145,13,13,27,15,7,pos
51,132,10,21,31,15,4,pos
55,110,9,9,24,4,7,pos
51,152,16,16,41,5,7,pos
58,141,16,8,32,6,6,pos
59,252,20,26,53,14,16,pos
57,184,28,12,45,8,17,pos
55,219,0,4,48,7,16,pos
53,92,16,16,22,6,6,pos
47,36,0,25,7,3,1,pos
55,256,10,21,64,7,12,pos
41,108,22,33,27,12,6,pos
45,170,17,10,50,16,12,pos
54,353,27,12,89,18,30,pos
36,92,7,7,24,6,8,pos
50,144,31,15,27,10,9,pos
48,116,6,13,29,8,7,pos
54,111,5,20,25,8,12,pos
55,188,13,13,42,8,14,pos
44,266,14,21,54,20,21,pos
50,239,6,17,50,14,15,pos
37,117,5,5,32,9,11,pos
41,207,14,22,61,19,16,pos
54,326,11,23,61,17,34,pos
52,203,14,11,43,5,22,pos
57,121,17,23,22,10,7,pos
44,148,3,20,42,14,15,pos
51,54,0,20,7,2,8,pos
48,157,22,6,30,17,14,pos
46,225,16,16,45,8,23,pos
49,148,7,14,36,8,6,pos
51,168,14,29,34,13,14,pos
53,175,12,28,34,12,13,pos
54,146,6,13,33,4,11,pos
48,49,50,25,10,4,0,pos
48,411,11,17,72,19,26,pos
41,322,15,2,82,20,20,pos
48,161,14,23,40,13,8,pos
46,342,11,14,111,13,21,pos
42,108,12,6,26,10,6,pos
55,998,14,12,208,48,77,pos
53,128,9,9,21,4,7,pos
49,128,12,12,32,5,11,pos
46,222,10,21,47,10,18,pos
48,141,16,27,32,10,8,pos
50,195,19,3,40,17,14,pos
33,219,16,12,93,19,12,pos
54,131,0,0,42,5,5,pos
39,109,30,15,32,12,8,pos
49,371,6,28,90,23,27,pos
45,97,0,7,23,5,9,pos
46,189,18,18,55,18,9,pos
40,107,8,0,39,4,8,pos
51,671,8,9,151,22,53,pos
49,209,0,11,62,6,11,pos
50,123,7,14,33,4,10,pos
42,106,7,14,33,6,8,pos
45,140,9,23,47,10,11,pos
53,460,14,24,83,31,31,pos
45,197,6,13,62,17,12,pos
50,152,33,16,34,9,9,pos
52,255,8,4,54,4,19,pos
55,147,5,0,24,7,11,pos
35,176,7,7,76,4,9,pos
51,230,33,4,45,11,13,pos
38,165,34,13,65,12,11,pos
48,286,15,15,72,23,17,pos
49,334,10,18,87,21,17,pos
52,223,16,20,50,13,12,pos
51,131,18,0,33,9,7,pos
56,285,17,6,44,13,16,pos
48,372,15,11,117,19,25,pos
60,376,18,16,69,27,21,pos
54,507,6,19,104,34,29,pos
45,367,17,10,112,26,31,pos
34,155,47,23,61,15,2,pos
50,63,57,0,12,4,3,pos
44,167,23,10,43,12,18,pos
56,140,21,14,25,9,5,pos
58,212,12,37,42,15,9,pos
51,72,36,27,21,8,3,pos
45,53,28,28,12,4,3,pos
42,211,11,8,56,16,18,pos
51,104,5,5,19,8,9,pos
41,275,5,22,73,19,21,pos
44,104,12,25,22,9,7,pos
39,83,0,28,23,10,4,pos
60,70,0,50,16,3,5,pos
58,75,11,11,8,6,3,pos
50,59,40,40,10,3,2,pos
50,98,0,18,16,8,8,pos
54,91,0,20,18,5,5,pos
59,175,5,20,28,5,15,pos
45,148,9,28,38,12,9,pos
47,305,10,17,69,25,15,pos
55,128,30,5,21,7,13,pos
48,215,3,25,50,12,16,pos
46,204,7,28,53,18,10,pos
52,161,11,30,37,15,11,pos
48,284,2,24,52,17,24,pos
61,49,0,40,12,4,1,pos
49,909,10,12,221,57,59,pos
51,132,27,22,36,5,13,pos
48,386,8,17,101,24,33,pos
45,120,15,25,34,9,11,pos
50,497,7,28,117,50,31,pos
49,348,12,20,87,22,26,pos
49,79,9,0,24,4,7,pos
53,248,10,8,41,16,21,pos
44,67,36,9,22,7,4,pos
39,66,16,16,27,3,3,pos
51,134,7,7,30,4,9,pos
54,149,0,15,29,6,14,pos
46,293,9,31,62,22,19,pos
55,950,18,13,203,48,53,pos
51,145,16,0,40,5,7,pos
51,149,7,28,33,6,8,pos
50,131,9,19,28,8,13,pos
45,115,5,29,27,9,8,pos
47,76,0,25,18,3,5,pos
48,225,28,13,55,26,12,pos
51,72,25,12,16,4,4,pos
48,423,12,8,113,22,36,pos
47,102,41,8,31,3,9,pos
52,810,13,18,208,43,60,pos
53,152,28,7,38,3,11,pos
47,132,14,21,32,5,9,pos
42,166,22,27,48,9,9,pos
39,141,21,14,32,17,11,pos
46,620,12,15,156,48,42,pos
47,152,33,14,44,12,9,pos
44,129,15,10,35,12,7,pos
50,308,16,23,65,15,27,pos
42,437,12,18,111,35,40,pos
65,137,8,16,19,7,5,pos
50,326,7,11,80,14,28,pos
52,175,9,27,40,10,12,pos
54,120,0,20,28,2,8,pos
52,292,14,21,64,18,24,pos
52,228,12,8,55,7,18,pos
47,116,0,25,33,8,8,pos
47,456,10,22,98,28,42,pos
46,146,5,10,40,7,13,pos
45,298,10,5,86,13,27,pos
47,326,7,23,87,28,23,pos
62,117,9,9,20,6,5,pos
47,386,13,16,89,37,30,pos
52,144,19,23,36,9,12,pos
44,114,15,7,39,10,3,pos
54,159,18,22,30,11,11,pos
34,81,17,0,23,11,6,pos
55,375,10,15,82,24,22,pos
52,197,0,6,49,8,8,pos
46,167,0,16,51,7,17,pos
53,115,6,13,24,3,12,pos
47,99,5,26,23,10,9,pos
52,53,14,42,7,4,3,pos
53,139,21,36,26,14,5,pos
51,163,10,5,42,9,10,pos
50,67,42,0,17,3,4,pos
53,128,9,14,32,11,10,pos
51,823,9,22,203,57,62,pos
45,413,14,22,90,38,25,pos
48,231,12,6,64,18,15,pos
49,132,0,8,38,4,8,pos
43,130,23,29,35,8,9,pos
49,143,37,0,39,8,8,pos
44,43,50,25,9,3,1,pos
54,73,25,25,17,5,3,pos
35,171,23,15,55,24,14,pos
60,79,0,14,15,6,1,pos
54,130,10,21,22,9,10,pos
45,332,11,22,103,18,26,pos
39,111,13,6,39,6,9,pos
45,286,27,8,86,19,17,pos
55,193,12,24,46,13,12,pos
44,615,11,18,178,46,30,pos
40,32,0,20,11,3,2,pos
53,41,40,20,11,4,1,pos
46,234,9,12,57,15,18,pos
54,194,5,17,46,6,11,pos
42,198,12,4,70,12,12,pos
44,300,10,12,89,16,24,pos
47,142,17,5,37,5,12,pos
51,166,11,22,33,13,14,pos
45,120,16,16,29,5,7,pos
51,66,28,14,17,4,3,pos
57,169,19,9,19,9,12,pos
50,271,18,18,61,14,18,pos
49,168,20,6,41,4,11,pos
58,258,3,25,60,14,13,pos
36,121,7,19,37,16,10,pos
56,80,0,9,14,5,6,pos
50,121,18,6,33,5,11,pos
43,189,8,4,38,6,18,pos
59,121,11,33,24,3,6,pos
56,163,4,16,27,10,14,pos
48,128,10,15,33,10,10,pos
55,118,20,13,26,3,12,pos
57,147,12,12,28,8,8,pos
50,348,17,14,67,19,22,pos
57,168,7,18,32,11,16,pos
55,217,16,12,41,5,20,pos
57,135,0,26,27,4,11,pos
41,361,10,20,91,26,22,pos
49,182,12,8,44,12,13,pos
51,213,25,7,48,14,13,pos
24,211,10,22,82,40,9,pos
53,189,4,33,35,9,12,pos
50,144,13,13,25,11,12,pos
54,143,26,21,30,11,12,pos
58,140,15,15,30,7,6,pos
48,180,16,12,40,10,14,pos
49,453,17,20,103,33,25,pos
51,190,16,20,50,12,13,pos
54,98,12,0,25,4,4,pos
42,128,7,25,35,14,14,pos
43,392,12,15,115,28,29,pos
50,110,5,16,21,8,10,pos
46,113,23,23,24,8,5,pos
48,179,3,33,47,18,9,pos
46,367,18,24,96,25,28,pos
50,220,9,12,48,16,16,pos
53,220,14,23,49,21,13,pos
35,196,12,15,48,22,17,pos
52,185,22,18,43,13,9,pos
45,267,10,10,68,15,22,pos
47,295,14,20,67,28,22,pos
49,183,4,13,43,12,10,pos
48,584,12,9,166,52,33,pos
36,135,0,10,47,11,8,pos
43,204,18,34,52,21,11,pos
47,122,10,26,27,13,6,pos
41,182,3,25,53,11,17,pos
47,206,12,12,47,13,11,pos
39,392,3,12,121,19,37,pos
53,149,18,12,35,5,11,pos
48,82,7,14,16,4,10,pos
57,126,13,6,27,9,6,pos
60,157,0,0,24,4,15,pos
51,137,0,20,43,4,11,pos
61,178,11,16,34,4,14,pos
44,49,25,0,17,5,3,pos
48,211,10,13,52,11,18,pos
52,211,0,15,60,4,15,pos
48,175,17,23,56,7,10,pos
49,135,11,22,41,5,4,pos
53,244,3,19,53,19,12,pos
44,56,0,0,18,1,3,pos
44,146,16,11,40,5,13,pos
52,94,6,13,16,10,5,pos
56,195,8,20,39,11,14,pos
50,319,8,17,82,15,20,pos
36,41,16,8,7,6,6,pos
56,161,8,20,32,13,11,pos
47,216,11,16,62,16,27,pos

58,168,0,16,27,11,14,neg
52,215,9,21,43,10,22,neg
41,232,3,6,57,14,16,neg
61,201,23,23,34,8,13,neg
52,251,6,27,57,12,17,neg
55,351,13,17,65,18,28,neg
54,126,13,26,29,8,7,neg
45,437,5,26,117,26,31,neg
54,173,14,14,38,10,17,neg
44,213,3,13,39,10,20,neg
48,249,11,18,51,16,11,neg
48,993,11,12,227,53,83,neg
54,167,6,23,34,9,21,neg
51,247,0,9,45,14,19,neg
52,184,7,23,39,13,13,neg
56,138,13,13,25,13,10,neg
54,407,4,15,88,13,31,neg
56,113,0,16,16,3,9,neg
57,190,7,14,44,4,10,neg
56,122,10,20,30,6,4,neg
50,164,4,33,33,11,13,neg
42,123,26,13,26,7,8,neg
43,178,24,10,57,15,14,neg
55,170,10,15,29,11,9,neg
53,292,17,26,74,23,11,neg
50,190,20,20,46,14,10,neg
54,134,13,0,36,7,8,neg
47,361,4,22,101,27,22,neg
57,133,5,27,31,11,7,neg
49,217,15,24,53,23,10,neg
46,230,13,22,40,17,19,neg
48,556,13,17,129,41,43,neg
52,119,14,21,19,7,7,neg
59,290,2,22,61,16,19,neg
50,168,21,17,39,11,12,neg
49,770,14,20,168,50,55,neg
49,255,12,19,61,17,14,neg
59,224,5,0,42,4,13,neg
53,120,0,5,31,5,12,neg
52,267,17,5,43,17,23,neg
46,144,11,17,38,9,8,neg
51,131,6,0,29,7,9,neg
40,150,0,4,29,8,13,neg
52,428,6,22,100,29,29,neg
49,130,17,5,23,9,8,neg
48,275,2,11,62,16,18,neg
49,288,18,6,65,32,16,neg
51,115,5,22,22,6,12,neg
44,129,10,10,33,6,4,neg
44,114,9,27,32,15,7,neg
44,83,45,36,26,8,3,neg
42,100,0,16,28,7,11,neg
55,146,9,14,21,11,10,neg
56,125,7,28,28,6,8,neg
58,295,7,26,58,6,20,neg
47,136,10,15,33,6,13,neg
41,180,6,39,48,16,17,neg
53,217,12,29,61,13,11,neg
49,311,13,7,85,12,26,neg
45,385,8,10,128,15,32,neg
33,45,33,16,14,3,3,neg
44,228,13,17,58,18,11,neg
47,391,1,14,121,15,41,neg
52,217,0,18,57,11,16,neg
56,133,7,23,26,6,7,neg
53,148,6,6,38,5,10,neg
